date,mean_wind_speed_kph,max_hourly_mean_wind_speed_kph,min_hourly_mean_wind_speed_kph,high_ten_min_mean_wind_speed_kph,wind_direction_at_max_ten_min_mean_deg,highest_gust_speed_kph
2018-12-03,8.51,12.964,3.704,16.65,300,25.9
2018-12-04,8.51,18.52,3.704,20.35,90,35.15
2018-12-05,11.47,22.224,3.704,22.2,100,38.85
2018-12-06,19.61,29.632,7.408,40.7,220,64.75
2018-12-07,30.9,42.596,20.372,49.95,250,75.85
2018-12-08,27.19,37.04,12.964,44.4,250,68.45
2018-12-09,17.76,31.484,9.26,38.85,280,57.35
2018-12-10,10.73,16.668,5.556,20.35,180,29.6
2018-12-11,12.77,20.372,9.26,24.05,130,37
2018-12-12,15.73,25.928,5.556,38.85,130,55.5
2018-12-13,22.94,31.484,14.816,35.15,130,59.2
2018-12-14,18.87,24.076,12.964,27.75,140,51.8
2018-12-15,23.31,31.484,18.52,37,290,59.2
2018-12-16,12.39,16.668,7.408,22.2,200,33.3
2018-12-17,25.16,38.892,9.26,42.55,160,68.45
2018-12-18,20.16,44.448,9.26,49.95,150,77.7
2018-12-19,16.46,20.372,11.112,22.2,180,37
2018-12-20,13.69,20.372,7.408,24.05,230,37
2018-12-21,11.66,25.928,1.852,29.6,270,44.4
2018-12-22,12.77,22.224,7.408,24.05,260,35.15
2018-12-23,9.25,14.816,5.556,16.65,50,24.05
2018-12-24,12.58,18.52,7.408,20.35,90,27.75
2018-12-25,14.24,20.372,9.26,24.05,160,38.85
2018-12-26,11.66,16.668,7.408,18.5,170,31.45
2018-12-27,9.43,14.816,5.556,20.35,190,29.6
2018-12-28,15.54,31.484,1.852,33.3,210,49.95
2018-12-29,15.17,29.632,3.704,35.15,270,53.65
2018-12-30,14.06,18.52,9.26,22.2,210,33.3
2018-12-31,14.8,24.076,9.26,29.6,230,42.55
2019-01-01,8.14,12.964,1.852,14.8,80,24.05
2019-01-02,7.96,12.964,5.556,12.95,160,20.35
2019-01-03,9.62,14.816,5.556,16.65,180,25.9
2019-01-04,10.92,14.816,9.26,16.65,140,25.9
2019-01-05,9.07,14.816,3.704,16.65,190,25.9
2019-01-06,14.99,20.372,9.26,22.2,210,35.15
2019-01-07,15.73,31.484,1.852,35.15,230,59.2
2019-01-08,6.48,11.112,1.852,12.95,280,20.35
2019-01-09,5.73,9.26,1.852,11.1,270,20.35
2019-01-10,4.62,11.112,1.852,12.95,340,24.05
2019-01-11,7.96,14.816,1.852,20.35,270,31.45
2019-01-12,22.76,35.188,11.112,38.85,270,53.65
2019-01-13,24.05,33.336,14.816,38.85,270,59.2
2019-01-14,10.73,18.52,5.556,25.9,300,42.55
2019-01-15,18.87,27.78,9.26,31.45,210,49.95
2019-01-16,14.62,27.78,7.408,31.45,300,49.95
2019-01-17,9.99,24.076,1.852,27.75,340,51.8
2019-01-18,13.13,22.224,7.408,24.05,120,35.15
2019-01-19,4.62,7.408,3.704,9.25,90,11.1
2019-01-20,12.39,22.224,3.704,25.9,320,44.4
2019-01-21,15.36,27.78,5.556,37,210,61.05
2019-01-22,11.1,16.668,5.556,24.05,240,38.85
2019-01-23,8.88,14.816,3.704,16.65,290,25.9
2019-01-24,14.99,25.928,1.852,31.45,290,46.25
2019-01-25,18.69,25.928,12.964,31.45,270,48.1
2019-01-26,24.24,37.04,14.816,46.25,330,85.1
2019-01-27,15.91,31.484,1.852,42.55,330,72.15
2019-01-28,10.18,18.52,3.704,22.2,270,37
2019-01-29,11.84,16.668,7.408,27.75,280,40.7
2019-01-30,8.33,16.668,3.704,18.5,270,25.9
2019-01-31,25.53,38.892,9.26,40.7,80,64.75
2019-02-01,12.58,20.372,7.408,22.2,40,31.45
2019-02-02,8.14,12.964,3.704,16.65,300,22.2
2019-02-03,13.88,24.076,1.852,25.9,170,40.7
2019-02-04,12.39,31.484,7.408,33.3,290,59.2
2019-02-05,17.76,27.78,11.112,31.45,200,53.65
2019-02-06,15.54,24.076,9.26,29.6,190,53.65
2019-02-07,16.28,27.78,9.26,33.3,200,51.8
2019-02-08,38.48,50.004,27.78,59.2,260,103.6
2019-02-09,17.94,51.856,3.704,55.5,260,81.4
2019-02-10,19.06,46.3,3.704,51.8,270,83.25
2019-02-11,12.58,20.372,5.556,27.75,180,42.55
2019-02-12,18.87,25.928,9.26,27.75,220,46.25
2019-02-13,24.79,27.78,20.372,31.45,160,53.65
2019-02-14,19.42,24.076,12.964,27.75,170,42.55
2019-02-15,22.57,33.336,12.964,35.15,200,61.05
2019-02-16,22.39,31.484,16.668,33.3,160,51.8
2019-02-17,23.12,29.632,16.668,35.15,180,59.2
2019-02-18,19.06,25.928,9.26,31.45,270,57.35
2019-02-19,19.61,27.78,9.26,33.3,200,53.65
2019-02-20,21.46,31.484,12.964,40.7,200,66.6
2019-02-21,23.49,33.336,14.816,37,140,68.45
2019-02-22,28.31,35.188,20.372,38.85,160,62.9
2019-02-23,21.46,33.336,5.556,40.7,200,61.05
2019-02-24,15.36,22.224,9.26,25.9,100,38.85
2019-02-25,13.69,18.52,7.408,24.05,160,38.85
2019-02-26,9.07,12.964,5.556,16.65,120,24.05
2019-02-27,8.69,12.964,1.852,14.8,70,22.2
2019-02-28,9.07,14.816,1.852,18.5,280,25.9
2019-03-01,8.69,14.816,1.852,16.65,150,27.75
2019-03-02,27.19,40.744,5.556,46.25,230,79.55
2019-03-03,11.28,29.632,3.704,29.6,250,49.95
2019-03-04,12.77,24.076,5.556,33.3,210,55.5
2019-03-05,17.94,27.78,5.556,35.15,60,49.95
2019-03-06,20.54,31.484,11.112,31.45,310,49.95
2019-03-07,18.87,29.632,5.556,33.3,290,51.8
2019-03-08,18.13,35.188,5.556,40.7,270,59.2
2019-03-09,22.01,37.04,5.556,46.25,260,72.15
2019-03-10,27.56,38.892,7.408,48.1,280,79.55
2019-03-11,23.31,40.744,7.408,48.1,190,68.45
2019-03-12,31.82,48.152,11.112,59.2,280,92.5
2019-03-13,28.68,42.596,22.224,49.95,310,81.4
2019-03-14,29.23,46.3,7.408,51.8,260,77.7
2019-03-15,21.64,37.04,5.556,48.1,250,70.3
2019-03-16,22.39,35.188,9.26,38.85,210,61.05
2019-03-17,17.39,29.632,7.408,35.15,290,61.05
2019-03-18,14.99,24.076,9.26,27.75,270,37
2019-03-19,12.58,18.52,7.408,24.05,290,33.3
2019-03-20,19.61,25.928,11.112,29.6,220,42.55
2019-03-21,19.42,24.076,14.816,27.75,180,42.55
2019-03-22,22.39,33.336,5.556,37,200,61.05
2019-03-23,7.96,11.112,3.704,20.35,250,40.7
2019-03-24,16.09,33.336,7.408,37,270,55.5
2019-03-25,7.96,12.964,1.852,14.8,290,22.2
2019-03-26,10.36,18.52,3.704,20.35,210,29.6
2019-03-27,11.66,18.52,7.408,20.35,210,31.45
2019-03-28,17.39,25.928,5.556,29.6,220,48.1
2019-03-29,14.62,22.224,5.556,24.05,210,35.15
2019-03-30,10.73,20.372,3.704,25.9,10,35.15
2019-03-31,12.21,18.52,7.408,20.35,40,27.75
2019-04-01,13.32,20.372,5.556,24.05,270,35.15
2019-04-02,17.76,25.928,7.408,38.85,320,68.45
2019-04-03,24.61,35.188,14.816,40.7,350,72.15
2019-04-04,14.24,22.224,5.556,25.9,70,40.7
2019-04-05,12.02,18.52,1.852,22.2,110,33.3
2019-04-06,16.09,25.928,7.408,29.6,60,44.4
2019-04-07,13.13,20.372,3.704,24.05,80,35.15
2019-04-08,16.65,24.076,9.26,25.9,70,38.85
2019-04-09,14.24,20.372,9.26,22.2,80,33.3
2019-04-10,11.47,18.52,7.408,20.35,90,31.45
2019-04-11,9.43,14.816,5.556,18.5,160,27.75
2019-04-12,17.02,24.076,7.408,29.6,120,46.25
2019-04-13,27.38,37.04,18.52,40.7,130,68.45
2019-04-14,27.01,33.336,20.372,35.15,120,57.35
2019-04-15,30.9,40.744,14.816,48.1,120,77.7
2019-04-16,10.73,16.668,7.408,20.35,90,29.6
2019-04-17,16.28,22.224,9.26,25.9,100,38.85
2019-04-18,14.62,24.076,11.112,27.75,110,38.85
2019-04-19,10.73,20.372,3.704,24.05,200,37
2019-04-20,6.48,9.26,3.704,11.1,240,16.65
2019-04-21,13.69,20.372,7.408,22.2,210,35.15
2019-04-22,17.94,25.928,9.26,29.6,130,49.95
2019-04-23,13.51,24.076,7.408,27.75,110,46.25
2019-04-24,14.62,22.224,7.408,24.05,110,37
2019-04-25,9.43,12.964,5.556,16.65,160,25.9
2019-04-26,21.09,37.04,9.26,46.25,290,72.15
2019-04-27,27.19,40.744,9.26,46.25,290,75.85
2019-04-28,12.21,16.668,5.556,20.35,210,29.6
2019-04-29,13.69,18.52,7.408,24.05,160,37
2019-04-30,14.43,20.372,7.408,24.05,230,35.15
2019-05-01,12.58,20.372,5.556,25.9,220,40.7
2019-05-02,12.95,18.52,9.26,20.35,260,33.3
2019-05-03,15.17,24.076,5.556,27.75,10,46.25
2019-05-04,12.02,22.224,5.556,25.9,50,37
2019-05-05,6.85,14.816,1.852,18.5,0,25.9
2019-05-06,7.22,11.112,3.704,12.95,20,18.5
2019-05-07,10.92,16.668,5.556,22.2,170,33.3
2019-05-08,22.01,27.78,14.816,33.3,20,48.1
2019-05-09,11.47,18.52,1.852,22.2,310,33.3
2019-05-10,10.54,18.52,3.704,24.05,0,37
2019-05-11,10.73,14.816,5.556,18.5,310,29.6
2019-05-12,13.51,20.372,7.408,24.05,200,35.15
2019-05-13,16.46,25.928,11.112,29.6,150,46.25
2019-05-14,15.54,22.224,7.408,24.05,120,38.85
2019-05-15,13.69,22.224,5.556,27.75,170,40.7
2019-05-16,8.69,14.816,5.556,16.65,310,24.05
2019-05-17,10.18,16.668,5.556,18.5,90,31.45
2019-05-18,14.62,20.372,7.408,24.05,330,40.7
2019-05-19,15.36,22.224,7.408,25.9,310,38.85
2019-05-20,9.43,14.816,5.556,18.5,290,31.45
2019-05-21,8.51,16.668,3.704,18.5,240,29.6
2019-05-22,6.1,11.112,1.852,12.95,180,18.5
2019-05-23,6.85,11.112,1.852,14.8,230,24.05
2019-05-24,9.62,18.52,1.852,20.35,280,31.45
2019-05-25,13.13,20.372,3.704,24.05,230,35.15
2019-05-26,22.76,31.484,14.816,35.15,270,57.35
2019-05-27,20.16,31.484,12.964,35.15,260,51.8
2019-05-28,10.73,16.668,3.704,18.5,250,33.3
2019-05-29,14.24,24.076,5.556,25.9,220,38.85
2019-05-30,19.98,25.928,14.816,31.45,210,46.25
2019-05-31,20.54,27.78,9.26,31.45,200,55.5
2019-06-01,13.32,22.224,5.556,24.05,140,38.85
2019-06-02,28.31,37.04,22.224,44.4,190,70.3
2019-06-03,15.91,22.224,7.408,27.75,230,42.55
2019-06-04,11.1,18.52,3.704,22.2,350,35.15
2019-06-05,15.73,20.372,9.26,24.05,330,40.7
2019-06-06,15.91,20.372,11.112,24.05,250,35.15
2019-06-07,12.21,18.52,7.408,22.2,310,33.3
2019-06-08,15.73,25.928,5.556,29.6,260,46.25
2019-06-09,9.43,14.816,3.704,18.5,240,31.45
2019-06-10,11.1,22.224,1.852,25.9,0,42.55
2019-06-11,17.39,25.928,7.408,31.45,0,48.1
2019-06-12,21.28,31.484,12.964,37,10,51.8
2019-06-13,17.02,24.076,5.556,35.15,0,53.65
2019-06-14,6.66,14.816,1.852,18.5,320,25.9
2019-06-15,7.77,16.668,0,24.05,230,38.85
2019-06-16,12.21,20.372,5.556,25.9,220,42.55
2019-06-17,17.21,24.076,11.112,27.75,220,42.55
2019-06-18,12.95,20.372,5.556,22.2,240,33.3
2019-06-19,12.77,18.52,1.852,24.05,270,40.7
2019-06-20,14.43,22.224,7.408,27.75,260,40.7
2019-06-21,8.33,16.668,3.704,18.5,210,29.6
2019-06-22,12.39,18.52,3.704,22.2,110,33.3
2019-06-23,19.24,22.224,12.964,25.9,80,42.55
2019-06-24,9.81,16.668,3.704,16.65,330,27.75
2019-06-25,12.39,14.816,9.26,18.5,20,31.45
2019-06-26,14.24,22.224,7.408,25.9,40,35.15
2019-06-27,19.42,24.076,11.112,27.75,80,42.55
2019-06-28,14.8,22.224,7.408,24.05,100,38.85
2019-06-29,14.62,22.224,5.556,27.75,230,40.7
2019-06-30,21.09,27.78,16.668,31.45,240,46.25
2019-07-01,15.91,22.224,7.408,31.45,270,49.95
2019-07-02,9.62,16.668,3.704,18.5,0,25.9
2019-07-03,6.48,14.816,1.852,16.65,280,24.05
2019-07-04,11.84,20.372,1.852,22.2,290,33.3
2019-07-05,12.95,22.224,3.704,25.9,280,37
2019-07-06,9.25,14.816,5.556,16.65,280,25.9
2019-07-07,6.66,9.26,3.704,11.1,70,18.5
2019-07-08,5.37,9.26,1.852,12.95,300,18.5
2019-07-09,13.13,20.372,3.704,22.2,200,35.15
2019-07-10,16.28,22.224,7.408,27.75,190,48.1
2019-07-11,13.13,20.372,7.408,24.05,250,35.15
2019-07-12,12.77,18.52,7.408,22.2,310,33.3
2019-07-13,9.81,12.964,5.556,16.65,10,24.05
2019-07-14,6.66,9.26,3.704,12.95,50,20.35
2019-07-15,8.88,14.816,5.556,16.65,200,27.75
2019-07-16,13.51,22.224,5.556,27.75,230,40.7
2019-07-17,18.31,24.076,7.408,27.75,220,40.7
2019-07-18,15.17,24.076,9.26,25.9,270,38.85
2019-07-19,11.84,16.668,5.556,18.5,50,35.15
2019-07-20,12.21,18.52,7.408,22.2,220,33.3
2019-07-21,19.24,31.484,9.26,35.15,220,57.35
2019-07-22,25.9,33.336,14.816,37,200,59.2
2019-07-23,19.98,29.632,7.408,33.3,160,53.65
2019-07-24,14.06,18.52,5.556,24.05,210,37
2019-07-25,21.46,27.78,16.668,33.3,150,53.65
2019-07-26,17.76,27.78,9.26,31.45,210,44.4
2019-07-27,9.43,18.52,3.704,20.35,280,31.45
2019-07-28,9.99,14.816,5.556,18.5,320,29.6
2019-07-29,8.14,12.964,3.704,18.5,310,33.3
2019-07-30,11.66,18.52,7.408,22.2,310,31.45
2019-07-31,7.4,20.372,1.852,22.2,270,31.45
2019-08-01,5.55,7.408,1.852,11.1,50,16.65
2019-08-02,9.07,14.816,3.704,18.5,140,27.75
2019-08-03,13.13,20.372,7.408,22.2,150,37
2019-08-04,9.99,22.224,3.704,25.9,160,40.7
2019-08-05,16.09,31.484,3.704,35.15,210,53.65
2019-08-06,14.06,24.076,5.556,27.75,270,40.7
2019-08-07,11.47,22.224,3.704,24.05,310,35.15
2019-08-08,11.84,24.076,1.852,27.75,90,44.4
2019-08-09,17.02,29.632,7.408,35.15,60,51.8
2019-08-10,15.36,18.52,11.112,20.35,270,37
2019-08-11,13.13,18.52,5.556,24.05,340,37
2019-08-12,10.54,22.224,1.852,27.75,290,46.25
2019-08-13,7.4,16.668,3.704,20.35,220,27.75
2019-08-14,15.17,27.78,5.556,35.15,260,51.8
2019-08-15,15.36,20.372,3.704,24.05,190,40.7
2019-08-16,21.64,27.78,12.964,31.45,200,49.95
2019-08-17,20.54,31.484,9.26,35.15,220,57.35
2019-08-18,17.02,27.78,9.26,31.45,270,46.25
2019-08-19,15.73,25.928,7.408,29.6,270,46.25
2019-08-20,11.47,22.224,5.556,27.75,260,40.7
2019-08-21,18.13,33.336,11.112,37,200,59.2
2019-08-22,17.76,24.076,9.26,27.75,210,42.55
2019-08-23,17.58,25.928,11.112,29.6,180,42.55
2019-08-24,8.88,11.112,5.556,16.65,100,24.05
2019-08-25,9.07,14.816,3.704,18.5,300,25.9
2019-08-26,14.24,22.224,7.408,24.05,200,38.85
2019-08-27,11.84,18.52,3.704,20.35,170,33.3
2019-08-28,14.06,22.224,5.556,27.75,220,44.4
2019-08-29,22.57,25.928,9.26,29.6,210,48.1
2019-08-30,25.53,29.632,22.224,37,200,57.35
2019-08-31,18.69,29.632,11.112,33.3,250,51.8
2019-09-01,12.39,24.076,5.556,27.75,250,46.25
2019-09-02,15.54,24.076,5.556,31.45,250,46.25
2019-09-03,17.58,20.372,12.964,24.05,210,37
2019-09-04,19.61,33.336,7.408,44.4,310,66.6
2019-09-05,16.46,27.78,3.704,31.45,260,46.25
2019-09-06,16.65,25.928,5.556,29.6,270,51.8
2019-09-07,7.77,12.964,1.852,14.8,290,20.35
2019-09-08,12.02,18.52,3.704,24.05,210,33.3
2019-09-09,14.06,22.224,5.556,25.9,340,46.25
2019-09-10,17.39,25.928,3.704,29.6,210,48.1
2019-09-11,18.31,25.928,7.408,33.3,300,61.05
2019-09-12,14.8,22.224,7.408,25.9,310,37
2019-09-13,7.77,12.964,3.704,16.65,240,24.05
2019-09-14,19.42,31.484,7.408,37,220,53.65
2019-09-15,9.25,12.964,3.704,16.65,290,22.2
2019-09-16,8.69,12.964,3.704,18.5,340,27.75
2019-09-17,4.07,5.556,3.704,9.25,140,12.95
2019-09-18,4.81,7.408,1.852,9.25,260,16.65
2019-09-19,6.85,11.112,1.852,14.8,180,22.2
2019-09-20,17.21,25.928,7.408,27.75,130,46.25
2019-09-21,21.28,27.78,12.964,29.6,100,48.1
2019-09-22,12.21,20.372,5.556,24.05,270,37
2019-09-23,13.88,22.224,5.556,25.9,120,38.85
2019-09-24,9.99,18.52,3.704,22.2,150,33.3
2019-09-25,13.88,25.928,7.408,27.75,190,40.7
2019-09-26,15.73,22.224,9.26,29.6,210,53.65
2019-09-27,14.06,25.928,1.852,31.45,250,46.25
2019-09-28,14.06,27.78,5.556,29.6,250,46.25
2019-09-29,11.1,16.668,3.704,20.35,310,33.3
2019-09-30,14.06,25.928,1.852,29.6,90,46.25
2019-10-01,18.5,27.78,5.556,33.3,10,46.25
2019-10-02,6.48,12.964,3.704,14.8,120,22.2
2019-10-03,25.53,33.336,11.112,38.85,220,66.6
2019-10-04,22.01,48.152,5.556,51.8,270,90.65
2019-10-05,13.32,18.52,7.408,22.2,270,35.15
2019-10-06,12.95,22.224,5.556,27.75,160,42.55
2019-10-07,23.49,31.484,14.816,37,170,59.2
2019-10-08,21.83,25.928,16.668,33.3,220,57.35
2019-10-09,18.69,25.928,11.112,31.45,280,55.5
2019-10-10,20.35,27.78,12.964,33.3,210,51.8
2019-10-11,13.88,22.224,7.408,29.6,240,44.4
2019-10-12,10.36,18.52,5.556,20.35,210,29.6
2019-10-13,7.58,12.964,3.704,16.65,190,31.45
2019-10-14,9.43,18.52,3.704,22.2,30,29.6
2019-10-15,14.24,22.224,1.852,25.9,230,42.55
2019-10-16,15.36,22.224,7.408,24.05,210,38.85
2019-10-17,16.46,22.224,11.112,27.75,190,51.8
2019-10-18,10.36,12.964,7.408,16.65,350,29.6
2019-10-19,13.69,24.076,7.408,25.9,0,46.25
2019-10-20,13.32,24.076,7.408,27.75,10,42.55
2019-10-21,7.03,12.964,1.852,14.8,230,24.05
2019-10-22,15.91,24.076,7.408,29.6,200,44.4
2019-10-23,18.69,25.928,11.112,29.6,170,46.25
2019-10-24,9.07,14.816,3.704,16.65,340,29.6
2019-10-25,5.92,9.26,1.852,11.1,60,14.8
2019-10-26,11.47,25.928,3.704,29.6,270,46.25
2019-10-27,8.14,12.964,3.704,16.65,0,25.9
2019-10-28,12.95,20.372,5.556,22.2,60,33.3
2019-10-29,20.54,27.78,16.668,31.45,80,48.1
2019-10-30,22.2,29.632,16.668,35.15,100,51.8
2019-10-31,14.99,18.52,9.26,20.35,120,31.45
2019-11-01,9.99,22.224,3.704,27.75,200,40.7
2019-11-02,14.43,18.52,7.408,22.2,290,38.85
2019-11-03,8.51,14.816,1.852,18.5,110,27.75
2019-11-04,13.69,22.224,5.556,27.75,20,40.7
2019-11-05,10.18,16.668,3.704,22.2,320,33.3
2019-11-06,7.77,16.668,1.852,20.35,270,31.45
2019-11-07,14.06,24.076,7.408,29.6,10,42.55
2019-11-08,9.25,18.52,3.704,22.2,150,37
2019-11-09,15.73,24.076,9.26,31.45,300,55.5
2019-11-10,13.13,29.632,3.704,40.7,250,77.7
2019-11-11,19.98,27.78,9.26,38.85,280,64.75
2019-11-12,15.54,24.076,7.408,29.6,300,46.25
2019-11-13,14.43,31.484,3.704,35.15,20,53.65
2019-11-14,17.94,29.632,7.408,35.15,0,59.2
2019-11-15,11.84,22.224,7.408,24.05,0,35.15
2019-11-16,3.88,9.26,1.852,11.1,310,12.95
2019-11-17,12.39,20.372,3.704,24.05,350,42.55
2019-11-18,10.54,18.52,3.704,24.05,120,35.15
2019-11-19,16.65,22.224,7.408,24.05,120,38.85
2019-11-20,20.54,31.484,12.964,33.3,100,55.5
2019-11-21,20.72,27.78,18.52,27.75,100,42.55
2019-11-22,14.06,18.52,9.26,22.2,60,29.6
2019-11-23,10.54,16.668,3.704,18.5,10,27.75
2019-11-24,11.84,22.224,3.704,25.9,90,40.7
2019-11-25,11.84,24.076,5.556,25.9,100,38.85
2019-11-26,19.79,38.892,7.408,42.55,60,61.05
2019-11-27,9.25,14.816,5.556,14.8,30,22.2
2019-11-28,9.99,16.668,3.704,20.35,80,29.6
2019-11-29,12.95,16.668,7.408,18.5,90,29.6
2019-11-30,16.84,22.224,9.26,25.9,80,40.7
2019-12-01,7.03,11.112,3.704,12.95,10,18.5
2019-12-02,7.4,11.112,1.852,12.95,210,22.2
2019-12-03,17.39,24.076,9.26,25.9,170,40.7
2019-12-04,15.17,24.076,9.26,25.9,180,38.85
2019-12-05,24.24,33.336,14.816,37,220,57.35
2019-12-06,18.5,27.78,9.26,35.15,260,62.9
2019-12-07,23.12,33.336,9.26,42.55,260,74
2019-12-08,31.64,50.004,24.076,55.5,300,90.65
2019-12-09,18.5,46.3,11.112,42.55,290,70.3
2019-12-10,27.19,38.892,16.668,42.55,230,72.15
2019-12-11,13.13,24.076,7.408,31.45,270,59.2
2019-12-12,15.73,27.78,7.408,38.85,250,66.6
2019-12-13,28.86,40.744,14.816,48.1,270,85.1
2019-12-14,20.91,29.632,9.26,42.55,250,72.15
2019-12-15,11.1,16.668,5.556,20.35,10,27.75
2019-12-16,13.88,18.52,9.26,20.35,200,40.7
2019-12-17,6.1,12.964,1.852,12.95,260,20.35
2019-12-18,29.23,59.264,9.26,70.3,190,109.15
2019-12-19,12.02,37.04,3.704,37,190,61.05
2019-12-20,6.48,9.26,3.704,12.95,180,16.65
2019-12-21,6.66,9.26,3.704,11.1,170,16.65
2019-12-22,12.39,20.372,5.556,24.05,280,37
2019-12-23,16.09,29.632,7.408,33.3,260,57.35
2019-12-24,9.43,14.816,3.704,20.35,270,27.75
2019-12-25,13.32,27.78,1.852,33.3,110,48.1
2019-12-26,19.79,35.188,9.26,38.85,130,61.05
2019-12-27,21.09,29.632,14.816,35.15,170,49.95
2019-12-28,20.54,29.632,11.112,29.6,160,55.5
2019-12-29,20.72,29.632,12.964,31.45,170,55.5
2019-12-30,13.13,18.52,9.26,24.05,220,35.15
2019-12-31,10.36,16.668,5.556,20.35,50,31.45
2020-01-01,15.73,22.224,9.26,24.05,170,37
2020-01-02,23.31,35.188,14.816,37,200,61.05
2020-01-03,12.02,18.52,5.556,22.2,250,35.15
2020-01-04,15.73,24.076,9.26,29.6,210,46.25
2020-01-05,23.12,31.484,14.816,35.15,190,57.35
2020-01-06,22.39,37.04,11.112,40.7,170,74
2020-01-07,29.04,38.892,14.816,48.1,200,72.15
2020-01-08,11.66,24.076,5.556,27.75,260,42.55
2020-01-09,6.66,12.964,3.704,14.8,310,24.05
2020-01-10,23.12,37.04,9.26,44.4,210,66.6
2020-01-11,22.76,40.744,5.556,48.1,210,75.85
2020-01-12,12.02,18.52,5.556,24.05,270,48.1
2020-01-13,35.15,51.856,18.52,61.05,220,98.05
2020-01-14,18.5,27.78,11.112,33.3,230,59.2
2020-01-15,21.28,29.632,9.26,42.55,210,61.05
2020-01-16,23.12,33.336,12.964,38.85,150,62.9
2020-01-17,11.84,16.668,5.556,20.35,280,33.3
2020-01-18,4.25,7.408,1.852,11.1,200,12.95
2020-01-19,10.73,16.668,3.704,20.35,180,33.3
2020-01-20,13.69,20.372,9.26,25.9,210,37
2020-01-21,7.03,11.112,3.704,14.8,290,20.35
2020-01-22,4.81,7.408,3.704,9.25,310,12.95
2020-01-23,4.44,9.26,1.852,11.1,220,16.65
2020-01-24,11.84,18.52,5.556,22.2,180,33.3
2020-01-25,19.61,24.076,14.816,29.6,170,44.4
2020-01-26,16.65,27.78,7.408,31.45,190,51.8
2020-01-27,10.54,22.224,3.704,35.15,220,57.35
2020-01-28,18.87,27.78,5.556,40.7,260,57.35
2020-01-29,18.69,22.224,14.816,25.9,240,40.7
2020-01-30,18.69,33.336,7.408,37,270,53.65
2020-01-31,28.68,33.336,20.372,40.7,210,70.3
2020-02-01,19.42,31.484,5.556,37,230,57.35
2020-02-02,21.64,37.04,7.408,44.4,260,68.45
2020-02-03,22.57,31.484,16.668,38.85,280,61.05
2020-02-04,14.06,27.78,1.852,29.6,270,48.1
2020-02-05,8.88,14.816,5.556,18.5,190,29.6
2020-02-06,12.77,16.668,9.26,18.5,140,31.45
2020-02-07,20.91,31.484,11.112,40.7,250,66.6
2020-02-08,25.9,46.3,7.408,49.95,200,77.7
2020-02-09,33.49,42.596,5.556,51.8,250,86.95
2020-02-10,36.81,46.3,24.076,57.35,260,98.05
2020-02-11,28.86,44.448,18.52,46.25,240,79.55
2020-02-12,16.09,33.336,5.556,37,120,55.5
2020-02-13,11.66,24.076,3.704,25.9,140,42.55
2020-02-14,24.05,35.188,5.556,38.85,230,62.9
2020-02-15,29.41,42.596,18.52,53.65,210,88.8
2020-02-16,34.6,44.448,29.632,53.65,220,92.5
2020-02-17,26.27,40.744,18.52,48.1,260,70.3
2020-02-18,21.28,33.336,11.112,44.4,260,75.85
2020-02-19,23.12,31.484,11.112,35.15,220,59.2
2020-02-20,22.94,35.188,12.964,48.1,260,79.55
2020-02-21,33.49,38.892,22.224,42.55,220,66.6
2020-02-22,24.61,31.484,7.408,46.25,270,75.85
2020-02-23,12.21,18.52,3.704,24.05,110,37
2020-02-24,22.57,37.04,11.112,42.55,290,64.75
2020-02-25,19.79,27.78,11.112,38.85,290,61.05
2020-02-26,14.24,24.076,3.704,33.3,300,55.5
2020-02-27,11.28,18.52,3.704,22.2,250,35.15
2020-02-28,20.16,29.632,12.964,33.3,220,51.8
2020-02-29,33.67,51.856,16.668,57.35,260,86.95
2020-03-01,22.2,37.04,7.408,46.25,260,75.85
2020-03-02,18.5,27.78,7.408,37,260,59.2
2020-03-03,13.88,24.076,3.704,27.75,260,44.4
2020-03-04,6.1,11.112,1.852,14.8,180,24.05
2020-03-05,9.81,18.52,1.852,24.05,190,38.85
2020-03-06,16.28,27.78,5.556,31.45,300,51.8
2020-03-07,30.34,42.596,14.816,48.1,200,74
2020-03-08,21.46,33.336,11.112,38.85,250,64.75
2020-03-09,21.28,27.78,12.964,33.3,270,53.65
2020-03-10,22.01,37.04,11.112,40.7,260,62.9
2020-03-11,21.64,29.632,7.408,37,200,66.6
2020-03-12,28.49,48.152,16.668,53.65,250,83.25
2020-03-13,12.77,20.372,3.704,25.9,250,49.95
2020-03-14,20.35,37.04,5.556,40.7,200,66.6
2020-03-15,17.02,29.632,5.556,33.3,230,53.65
2020-03-16,20.72,37.04,5.556,42.55,190,68.45
2020-03-17,13.13,29.632,5.556,35.15,220,57.35
2020-03-18,10.92,20.372,3.704,24.05,270,40.7
2020-03-19,12.02,25.928,1.852,29.6,350,44.4
2020-03-20,13.32,20.372,3.704,24.05,80,35.15
2020-03-21,13.13,20.372,7.408,25.9,120,40.7
2020-03-22,12.77,20.372,5.556,24.05,160,37
2020-03-23,17.21,22.224,12.964,24.05,180,38.85
2020-03-24,23.49,29.632,16.668,33.3,190,51.8
2020-03-25,13.51,20.372,9.26,24.05,180,37
2020-03-26,11.47,18.52,9.26,18.5,20,25.9
2020-03-27,13.69,22.224,5.556,24.05,10,35.15
2020-03-28,21.83,29.632,12.964,35.15,40,51.8
