date,mean_wind_speed_kph,max_hourly_mean_wind_speed_kph,min_hourly_mean_wind_speed_kph,high_ten_min_mean_wind_speed_kph,wind_direction_at_max_ten_min_mean_deg,highest_gust_speed_kph
2016-04-13,10.18,16.668,5.556,24.05,90,33.3
2016-04-14,13.69,20.372,7.408,22.2,40,31.45
2016-04-15,16.65,31.484,7.408,37,0,57.35
2016-04-16,12.77,22.224,3.704,27.75,10,42.55
2016-04-17,13.13,22.224,5.556,24.05,260,37
2016-04-18,15.17,22.224,5.556,25.9,270,38.85
2016-04-19,5.92,9.26,1.852,12.95,100,18.5
2016-04-20,12.21,16.668,7.408,20.35,70,29.6
2016-04-21,18.5,25.928,9.26,29.6,50,40.7
2016-04-22,16.46,22.224,11.112,25.9,0,35.15
2016-04-23,16.28,24.076,9.26,27.75,330,40.7
2016-04-24,12.02,16.668,5.556,22.2,250,33.3
2016-04-25,19.42,31.484,11.112,35.15,350,55.5
2016-04-26,19.98,27.78,5.556,37,320,68.45
2016-04-27,12.39,20.372,3.704,27.75,320,44.4
2016-04-28,22.01,38.892,5.556,44.4,280,72.15
2016-04-29,16.46,22.224,7.408,29.6,0,49.95
2016-04-30,14.06,20.372,7.408,24.05,250,38.85
2016-05-01,22.01,33.336,11.112,40.7,190,64.75
2016-05-02,26.27,38.892,16.668,44.4,260,79.55
2016-05-03,20.35,24.076,14.816,29.6,260,44.4
2016-05-04,22.39,31.484,12.964,37,180,57.35
2016-05-05,15.91,24.076,5.556,27.75,210,42.55
2016-05-06,12.02,24.076,1.852,27.75,0,37
2016-05-07,15.54,18.52,9.26,22.2,40,33.3
2016-05-08,18.5,25.928,11.112,31.45,80,46.25
2016-05-09,19.79,25.928,9.26,29.6,90,46.25
2016-05-10,16.46,24.076,11.112,29.6,60,46.25
2016-05-11,17.02,25.928,11.112,29.6,70,49.95
2016-05-12,15.54,24.076,9.26,27.75,60,38.85
2016-05-13,10.73,18.52,5.556,24.05,0,35.15
2016-05-14,12.02,16.668,7.408,20.35,340,29.6
2016-05-15,8.33,16.668,5.556,18.5,350,27.75
2016-05-16,6.85,14.816,3.704,18.5,280,25.9
2016-05-17,13.88,27.78,3.704,31.45,200,44.4
2016-05-18,11.47,22.224,3.704,25.9,300,37
2016-05-19,17.58,31.484,7.408,33.3,230,49.95
2016-05-20,16.46,27.78,9.26,29.6,190,48.1
2016-05-21,13.88,24.076,3.704,29.6,220,40.7
2016-05-22,11.66,20.372,3.704,25.9,290,38.85
2016-05-23,7.03,11.112,3.704,14.8,290,22.2
2016-05-24,13.69,18.52,7.408,24.05,120,33.3
2016-05-25,13.13,20.372,3.704,24.05,70,35.15
2016-05-26,9.25,16.668,5.556,22.2,50,31.45
2016-05-27,6.1,7.408,3.704,14.8,110,20.35
2016-05-28,8.33,12.964,1.852,18.5,0,24.05
2016-05-29,7.4,9.26,3.704,16.65,280,24.05
2016-05-30,11.28,16.668,5.556,20.35,0,31.45
2016-05-31,12.58,18.52,3.704,22.2,340,35.15
2016-06-01,10.73,18.52,5.556,20.35,350,33.3
2016-06-02,11.66,22.224,1.852,25.9,340,40.7
2016-06-03,7.96,11.112,5.556,12.95,30,27.75
2016-06-04,7.58,12.964,5.556,14.8,290,22.2
2016-06-05,10.73,18.52,3.704,20.35,160,35.15
2016-06-06,8.88,18.52,1.852,20.35,130,35.15
2016-06-07,6.29,12.964,1.852,14.8,300,22.2
2016-06-08,9.43,14.816,1.852,18.5,100,25.9
2016-06-09,7.4,12.964,1.852,14.8,150,22.2
2016-06-10,7.22,12.964,3.704,16.65,310,20.35
2016-06-11,7.58,12.964,3.704,16.65,230,24.05
2016-06-12,12.02,18.52,3.704,24.05,280,38.85
2016-06-13,11.66,16.668,5.556,22.2,290,31.45
2016-06-14,14.43,20.372,5.556,22.2,320,35.15
2016-06-15,17.02,22.224,9.26,27.75,330,44.4
2016-06-16,19.79,25.928,9.26,31.45,0,49.95
2016-06-17,14.06,20.372,9.26,24.05,0,42.55
2016-06-18,9.81,18.52,3.704,22.2,220,31.45
2016-06-19,17.94,27.78,11.112,33.3,220,51.8
2016-06-20,15.17,24.076,11.112,27.75,260,38.85
2016-06-21,18.87,24.076,9.26,27.75,210,42.55
2016-06-22,16.09,25.928,7.408,29.6,210,42.55
2016-06-23,15.91,22.224,7.408,27.75,210,40.7
2016-06-24,15.91,24.076,9.26,29.6,270,48.1
2016-06-25,12.95,18.52,5.556,20.35,260,29.6
2016-06-26,13.51,25.928,3.704,27.75,280,40.7
2016-06-27,16.65,25.928,5.556,29.6,270,42.55
2016-06-28,13.32,25.928,3.704,29.6,270,42.55
2016-06-29,14.8,27.78,5.556,29.6,280,44.4
2016-06-30,14.24,24.076,7.408,29.6,250,46.25
2016-07-01,17.39,25.928,5.556,29.6,260,48.1
2016-07-02,16.84,27.78,5.556,31.45,280,48.1
2016-07-03,10.73,18.52,1.852,20.35,290,29.6
2016-07-04,13.32,25.928,3.704,27.75,330,46.25
2016-07-05,8.51,12.964,3.704,16.65,270,22.2
2016-07-06,15.91,33.336,7.408,38.85,200,59.2
2016-07-07,14.06,22.224,5.556,25.9,200,44.4
2016-07-08,14.99,25.928,9.26,29.6,270,42.55
2016-07-09,21.83,33.336,11.112,37,220,53.65
2016-07-10,18.5,22.224,7.408,25.9,190,46.25
2016-07-11,16.28,25.928,7.408,27.75,280,38.85
2016-07-12,11.84,24.076,3.704,27.75,270,42.55
2016-07-13,14.43,25.928,3.704,31.45,290,46.25
2016-07-14,11.66,18.52,3.704,20.35,210,33.3
2016-07-15,19.98,29.632,14.816,31.45,210,48.1
2016-07-16,11.66,18.52,5.556,22.2,240,33.3
2016-07-17,11.66,20.372,7.408,24.05,220,33.3
2016-07-18,11.66,18.52,1.852,22.2,200,31.45
2016-07-19,11.1,18.52,1.852,20.35,130,31.45
2016-07-20,12.39,20.372,3.704,25.9,230,35.15
2016-07-21,14.43,24.076,7.408,27.75,210,42.55
2016-07-22,7.22,12.964,1.852,18.5,280,27.75
2016-07-23,11.28,18.52,3.704,24.05,290,31.45
2016-07-24,12.39,22.224,3.704,27.75,260,40.7
2016-07-25,10.54,16.668,3.704,18.5,200,27.75
2016-07-26,10.54,18.52,3.704,20.35,210,35.15
2016-07-27,8.88,14.816,7.408,14.8,330,20.35
2016-07-28,12.77,18.52,7.408,20.35,280,31.45
2016-07-29,11.84,16.668,3.704,20.35,0,33.3
2016-07-30,10.18,20.372,1.852,24.05,310,42.55
2016-07-31,10.18,18.52,3.704,20.35,270,29.6
2016-08-01,14.24,22.224,5.556,24.05,120,37
2016-08-02,17.39,22.224,7.408,27.75,200,42.55
2016-08-03,25.34,33.336,16.668,38.85,250,57.35
2016-08-04,12.95,16.668,3.704,20.35,320,37
2016-08-05,7.03,14.816,1.852,16.65,240,25.9
2016-08-06,18.31,31.484,3.704,35.15,210,53.65
2016-08-07,24.98,37.04,16.668,38.85,270,66.6
2016-08-08,16.28,24.076,9.26,29.6,290,48.1
2016-08-09,14.62,24.076,5.556,27.75,300,40.7
2016-08-10,17.94,25.928,11.112,29.6,290,44.4
2016-08-11,15.36,25.928,7.408,31.45,270,46.25
2016-08-12,22.57,31.484,12.964,38.85,220,55.5
2016-08-13,13.13,20.372,7.408,24.05,260,33.3
2016-08-14,7.77,12.964,3.704,16.65,170,24.05
2016-08-15,14.06,22.224,7.408,24.05,150,37
2016-08-16,14.99,22.224,7.408,24.05,140,38.85
2016-08-17,10.92,16.668,5.556,18.5,310,27.75
2016-08-18,9.81,14.816,3.704,16.65,120,27.75
2016-08-19,21.64,25.928,14.816,31.45,120,51.8
2016-08-20,21.28,29.632,14.816,33.3,270,49.95
2016-08-21,17.94,24.076,9.26,25.9,210,42.55
2016-08-22,13.88,20.372,3.704,24.05,260,40.7
2016-08-23,9.25,18.52,3.704,20.35,240,29.6
2016-08-24,11.47,20.372,3.704,24.05,210,35.15
2016-08-25,10.36,16.668,3.704,20.35,180,31.45
2016-08-26,13.13,22.224,5.556,27.75,230,38.85
2016-08-27,9.81,14.816,5.556,16.65,30,22.2
2016-08-28,9.62,16.668,1.852,18.5,10,33.3
2016-08-29,13.88,22.224,1.852,27.75,200,44.4
2016-08-30,18.87,24.076,11.112,29.6,210,44.4
2016-08-31,14.62,22.224,7.408,25.9,270,46.25
2016-09-01,16.09,25.928,9.26,29.6,210,48.1
2016-09-02,15.36,27.78,7.408,29.6,220,48.1
2016-09-03,12.58,24.076,7.408,29.6,130,53.65
2016-09-04,11.47,20.372,5.556,24.05,130,42.55
2016-09-05,19.42,29.632,5.556,31.45,210,49.95
2016-09-06,9.07,22.224,1.852,25.9,200,40.7
2016-09-07,16.65,25.928,5.556,29.6,160,48.1
2016-09-08,16.46,24.076,5.556,27.75,230,46.25
2016-09-09,19.98,33.336,9.26,38.85,160,61.05
2016-09-10,14.62,24.076,3.704,27.75,200,40.7
2016-09-11,28.12,38.892,11.112,46.25,170,75.85
2016-09-12,12.77,33.336,1.852,37,160,61.05
2016-09-13,6.48,12.964,1.852,16.65,10,25.9
2016-09-14,9.25,12.964,3.704,16.65,0,25.9
2016-09-15,8.14,16.668,1.852,20.35,280,29.6
2016-09-16,13.69,22.224,5.556,25.9,300,38.85
2016-09-17,12.77,22.224,5.556,25.9,210,35.15
2016-09-18,13.13,20.372,5.556,25.9,280,35.15
2016-09-19,7.96,12.964,5.556,14.8,200,22.2
2016-09-20,13.69,18.52,9.26,24.05,170,37
2016-09-21,15.17,25.928,5.556,29.6,170,46.25
2016-09-22,15.17,29.632,5.556,35.15,210,62.9
2016-09-23,21.64,29.632,9.26,33.3,160,53.65
2016-09-24,21.64,31.484,14.816,33.3,170,59.2
2016-09-25,14.43,24.076,9.26,29.6,210,57.35
2016-09-26,9.25,12.964,3.704,16.65,100,24.05
2016-09-27,20.35,33.336,9.26,37,270,53.65
2016-09-28,24.79,35.188,14.816,37,210,57.35
2016-09-29,19.79,31.484,11.112,38.85,270,53.65
2016-09-30,9.07,14.816,3.704,18.5,220,31.45
2016-10-01,9.43,16.668,3.704,20.35,320,29.6
2016-10-02,13.51,25.928,3.704,29.6,160,46.25
2016-10-03,19.61,27.78,14.816,31.45,130,57.35
2016-10-04,14.99,20.372,9.26,24.05,140,42.55
2016-10-05,19.61,31.484,11.112,35.15,110,49.95
2016-10-06,16.09,25.928,7.408,29.6,110,42.55
2016-10-07,14.8,20.372,9.26,24.05,130,40.7
2016-10-08,7.96,12.964,1.852,14.8,160,22.2
2016-10-09,5.18,7.408,1.852,11.1,70,16.65
2016-10-10,9.07,14.816,3.704,16.65,90,25.9
2016-10-11,14.43,20.372,9.26,22.2,100,35.15
2016-10-12,12.21,20.372,7.408,22.2,90,35.15
2016-10-13,11.1,18.52,5.556,22.2,120,37
2016-10-14,14.99,24.076,9.26,25.9,100,40.7
2016-10-15,11.84,16.668,7.408,22.2,60,33.3
2016-10-16,14.62,24.076,5.556,27.75,210,42.55
2016-10-17,16.28,24.076,9.26,27.75,260,44.4
2016-10-18,13.88,27.78,5.556,31.45,290,44.4
2016-10-19,6.48,11.112,3.704,12.95,310,25.9
2016-10-20,4.44,7.408,1.852,11.1,220,16.65
2016-10-21,8.14,9.26,5.556,11.1,170,16.65
2016-10-22,12.95,20.372,7.408,22.2,110,33.3
2016-10-23,18.13,25.928,12.964,31.45,80,49.95
2016-10-24,13.88,18.52,7.408,20.35,60,29.6
2016-10-25,7.58,11.112,1.852,14.8,190,24.05
2016-10-26,14.43,18.52,7.408,25.9,200,38.85
2016-10-27,21.28,27.78,11.112,31.45,220,49.95
2016-10-28,9.62,20.372,1.852,25.9,220,37
2016-10-29,12.02,16.668,7.408,20.35,180,29.6
2016-10-30,7.58,12.964,5.556,16.65,170,24.05
2016-10-31,9.99,22.224,3.704,24.05,20,33.3
2016-11-01,14.62,27.78,5.556,31.45,10,42.55
2016-11-02,6.85,9.26,3.704,11.1,210,14.8
2016-11-03,11.66,20.372,7.408,22.2,210,33.3
2016-11-04,12.39,22.224,7.408,24.05,280,37
2016-11-05,14.43,20.372,9.26,25.9,350,44.4
2016-11-06,13.51,22.224,7.408,31.45,340,53.65
2016-11-07,6.66,11.112,1.852,12.95,320,20.35
2016-11-08,14.62,25.928,5.556,31.45,300,48.1
2016-11-09,14.62,20.372,5.556,25.9,260,42.55
2016-11-10,10.73,20.372,5.556,27.75,300,38.85
2016-11-11,17.76,29.632,5.556,35.15,170,57.35
2016-11-12,10.36,16.668,3.704,22.2,290,35.15
2016-11-13,15.91,25.928,5.556,27.75,220,40.7
2016-11-14,19.98,27.78,14.816,29.6,220,42.55
2016-11-15,13.13,24.076,3.704,27.75,220,42.55
2016-11-16,24.05,33.336,12.964,38.85,260,64.75
2016-11-17,16.09,24.076,9.26,35.15,270,57.35
2016-11-18,11.84,20.372,5.556,25.9,280,42.55
2016-11-19,8.51,14.816,3.704,24.05,270,31.45
2016-11-20,7.4,11.112,3.704,18.5,350,25.9
2016-11-21,15.73,24.076,7.408,27.75,0,46.25
2016-11-22,14.43,20.372,7.408,29.6,340,55.5
2016-11-23,7.03,11.112,1.852,12.95,30,14.8
2016-11-24,9.81,12.964,7.408,14.8,60,20.35
2016-11-25,7.03,11.112,3.704,12.95,40,16.65
2016-11-26,7.03,11.112,3.704,12.95,20,16.65
2016-11-27,7.4,12.964,3.704,14.8,90,24.05
2016-11-28,9.07,12.964,7.408,14.8,120,22.2
2016-11-29,4.25,7.408,1.852,11.1,90,11.1
2016-11-30,3.88,7.408,0,9.25,190,12.95
2016-12-01,5.55,9.26,3.704,12.95,70,14.8
2016-12-02,7.03,12.964,3.704,20.35,70,24.05
2016-12-03,10.92,14.816,7.408,18.5,90,27.75
2016-12-04,11.47,18.52,7.408,20.35,100,29.6
2016-12-05,11.66,16.668,5.556,18.5,120,27.75
2016-12-06,19.98,27.78,12.964,31.45,170,51.8
2016-12-07,24.24,33.336,16.668,37,210,55.5
2016-12-08,13.88,20.372,9.26,24.05,190,35.15
2016-12-09,23.12,31.484,16.668,33.3,160,55.5
2016-12-10,13.32,22.224,7.408,24.05,210,35.15
2016-12-11,11.66,14.816,5.556,18.5,210,27.75
2016-12-12,9.25,12.964,3.704,18.5,160,25.9
2016-12-13,16.46,22.224,9.26,27.75,150,42.55
2016-12-14,10.92,25.928,3.704,27.75,160,46.25
2016-12-15,11.28,18.52,3.704,24.05,160,40.7
2016-12-16,6.66,11.112,3.704,12.95,300,22.2
2016-12-17,12.39,16.668,7.408,20.35,180,31.45
2016-12-18,13.13,20.372,9.26,22.2,180,31.45
2016-12-19,7.96,14.816,3.704,18.5,180,29.6
2016-12-20,16.28,24.076,7.408,27.75,180,44.4
2016-12-21,15.91,25.928,7.408,42.55,290,75.85
2016-12-22,15.36,24.076,7.408,29.6,250,48.1
2016-12-23,29.04,40.744,16.668,49.95,260,79.55
2016-12-24,24.42,33.336,20.372,33.3,250,51.8
2016-12-25,27.38,38.892,14.816,40.7,220,68.45
2016-12-26,17.39,33.336,9.26,40.7,270,74
2016-12-27,13.88,18.52,5.556,22.2,190,35.15
2016-12-28,14.43,18.52,5.556,22.2,160,33.3
2016-12-29,12.95,20.372,7.408,22.2,220,37
2016-12-30,21.64,25.928,16.668,27.75,230,44.4
2016-12-31,21.46,27.78,12.964,31.45,220,46.25
2017-01-01,16.46,25.928,11.112,31.45,20,48.1
2017-01-02,7.96,12.964,3.704,16.65,30,20.35
2017-01-03,8.51,14.816,1.852,16.65,290,27.75
2017-01-04,6.1,11.112,1.852,11.1,250,16.65
2017-01-05,13.13,18.52,7.408,22.2,160,35.15
2017-01-06,10.73,16.668,3.704,18.5,170,31.45
2017-01-07,7.4,11.112,3.704,14.8,190,20.35
2017-01-08,17.58,33.336,7.408,37,220,57.35
2017-01-09,23.86,38.892,12.964,42.55,190,66.6
2017-01-10,25.16,40.744,11.112,46.25,280,68.45
2017-01-11,27.56,33.336,18.52,40.7,280,66.6
2017-01-12,17.58,31.484,7.408,38.85,310,62.9
2017-01-13,14.06,22.224,11.112,29.6,310,44.4
2017-01-14,13.32,18.52,7.408,24.05,260,37
2017-01-15,16.65,24.076,7.408,27.75,270,38.85
2017-01-16,6.85,9.26,3.704,11.1,200,16.65
2017-01-17,9.43,11.112,5.556,14.8,180,22.2
2017-01-18,11.1,16.668,7.408,20.35,200,27.75
2017-01-19,9.81,14.816,5.556,18.5,170,27.75
2017-01-20,9.07,12.964,7.408,14.8,130,24.05
2017-01-21,9.99,12.964,5.556,14.8,120,22.2
2017-01-22,5.92,9.26,1.852,11.1,70,12.95
2017-01-23,14.24,24.076,3.704,27.75,170,42.55
2017-01-24,18.69,25.928,14.816,29.6,170,46.25
2017-01-25,31.82,35.188,25.928,40.7,160,70.3
2017-01-26,28.31,35.188,22.224,37,150,68.45
2017-01-27,14.99,25.928,1.852,29.6,130,51.8
2017-01-28,8.33,14.816,3.704,18.5,220,25.9
2017-01-29,9.62,12.964,7.408,14.8,120,22.2
2017-01-30,18.31,27.78,9.26,31.45,130,51.8
2017-01-31,9.99,18.52,5.556,22.2,210,33.3
2017-02-01,20.35,33.336,7.408,38.85,130,59.2
2017-02-02,23.49,27.78,16.668,33.3,210,55.5
2017-02-03,14.43,29.632,7.408,31.45,220,57.35
2017-02-04,10.36,14.816,5.556,22.2,220,31.45
2017-02-05,8.88,18.52,3.704,31.45,260,49.95
2017-02-06,21.09,33.336,5.556,37,210,70.3
2017-02-07,8.88,16.668,3.704,20.35,320,29.6
2017-02-08,12.77,20.372,3.704,25.9,120,38.85
2017-02-09,24.61,31.484,16.668,35.15,110,53.65
2017-02-10,12.02,18.52,7.408,22.2,70,27.75
2017-02-11,17.76,25.928,9.26,29.6,0,40.7
2017-02-12,26.83,33.336,22.224,37,60,59.2
2017-02-13,30.15,35.188,20.372,38.85,90,61.05
2017-02-14,22.39,31.484,14.816,33.3,100,49.95
2017-02-15,19.79,29.632,12.964,35.15,210,53.65
2017-02-16,16.28,25.928,9.26,27.75,220,42.55
2017-02-17,14.24,20.372,7.408,24.05,170,42.55
2017-02-18,15.17,22.224,7.408,27.75,230,38.85
2017-02-19,16.84,31.484,9.26,35.15,270,49.95
2017-02-20,18.87,31.484,11.112,35.15,260,51.8
2017-02-21,21.09,29.632,9.26,35.15,250,57.35
2017-02-22,19.24,33.336,7.408,37,220,55.5
2017-02-23,32.19,70.376,9.26,83.25,270,118.4
2017-02-24,19.98,35.188,5.556,40.7,210,66.6
2017-02-25,23.12,38.892,11.112,42.55,210,68.45
2017-02-26,21.64,37.04,11.112,42.55,230,72.15
2017-02-27,10.18,14.816,3.704,20.35,290,31.45
2017-02-28,22.2,40.744,5.556,44.4,280,66.6
2017-03-01,14.8,35.188,5.556,40.7,260,66.6
2017-03-02,13.69,33.336,5.556,38.85,290,53.65
2017-03-03,19.98,35.188,5.556,38.85,20,55.5
2017-03-04,17.94,29.632,11.112,31.45,20,46.25
2017-03-05,13.69,24.076,7.408,31.45,270,49.95
2017-03-06,11.47,24.076,1.852,29.6,270,48.1
2017-03-07,13.88,22.224,7.408,29.6,310,44.4
2017-03-08,14.8,22.224,5.556,25.9,250,37
2017-03-09,13.51,29.632,5.556,31.45,270,48.1
2017-03-10,16.65,22.224,11.112,25.9,170,42.55
2017-03-11,12.21,16.668,7.408,20.35,200,35.15
2017-03-12,17.39,27.78,7.408,31.45,270,49.95
2017-03-13,17.76,27.78,5.556,33.3,220,48.1
2017-03-14,17.02,29.632,7.408,33.3,280,53.65
2017-03-15,16.84,25.928,5.556,29.6,220,46.25
2017-03-16,21.64,31.484,11.112,35.15,210,62.9
2017-03-17,24.24,33.336,12.964,37,260,57.35
2017-03-18,22.94,31.484,16.668,37,250,53.65
2017-03-19,19.24,25.928,11.112,29.6,290,46.25
2017-03-20,24.61,33.336,16.668,42.55,260,74
2017-03-21,14.43,24.076,5.556,27.75,300,44.4
2017-03-22,22.2,33.336,11.112,37,0,53.65
2017-03-23,18.5,25.928,9.26,29.6,30,42.55
2017-03-24,9.99,14.816,5.556,18.5,120,25.9
2017-03-25,8.33,14.816,5.556,16.65,50,22.2
2017-03-26,15.36,24.076,5.556,27.75,100,40.7
2017-03-27,12.95,16.668,7.408,18.5,120,31.45
2017-03-28,13.13,18.52,5.556,25.9,190,42.55
2017-03-29,16.46,27.78,7.408,35.15,200,51.8
2017-03-30,14.99,22.224,9.26,25.9,200,40.7
2017-03-31,12.21,20.372,3.704,24.05,190,35.15
2017-04-01,13.69,24.076,3.704,31.45,300,46.25
2017-04-02,14.43,25.928,5.556,29.6,180,44.4
2017-04-03,24.05,27.78,14.816,31.45,210,53.65
2017-04-04,13.13,24.076,5.556,25.9,300,37
2017-04-05,9.62,14.816,3.704,18.5,290,25.9
2017-04-06,8.33,12.964,3.704,16.65,230,22.2
2017-04-07,8.14,14.816,1.852,18.5,190,25.9
2017-04-08,10.73,18.52,3.704,22.2,190,33.3
2017-04-09,10.54,18.52,3.704,22.2,280,31.45
2017-04-10,12.39,20.372,7.408,24.05,310,37
2017-04-11,17.21,25.928,7.408,29.6,260,44.4
2017-04-12,17.94,25.928,7.408,31.45,260,48.1
2017-04-13,11.1,18.52,3.704,20.35,280,31.45
2017-04-14,14.8,24.076,7.408,27.75,270,40.7
2017-04-15,14.8,24.076,7.408,25.9,280,40.7
2017-04-16,17.39,31.484,7.408,35.15,260,55.5
2017-04-17,8.88,12.964,5.556,16.65,40,25.9
2017-04-18,6.85,12.964,1.852,16.65,220,22.2
2017-04-19,10.36,18.52,5.556,22.2,280,29.6
2017-04-20,8.69,14.816,3.704,18.5,300,24.05
2017-04-21,10.18,16.668,5.556,18.5,310,27.75
2017-04-22,9.07,14.816,5.556,18.5,300,24.05
2017-04-23,9.07,14.816,1.852,18.5,290,29.6
2017-04-24,16.65,31.484,7.408,37,0,51.8
2017-04-25,17.21,27.78,5.556,38.85,0,62.9
2017-04-26,12.58,20.372,7.408,22.2,350,35.15
2017-04-27,12.21,20.372,5.556,24.05,340,38.85
2017-04-28,12.39,22.224,1.852,25.9,220,37
2017-04-29,22.57,29.632,12.964,35.15,160,57.35
2017-04-30,25.16,35.188,7.408,42.55,120,66.6
2017-05-01,5.73,11.112,1.852,12.95,230,18.5
2017-05-02,13.32,18.52,5.556,20.35,120,35.15
2017-05-03,17.21,25.928,9.26,29.6,90,46.25
2017-05-04,21.64,33.336,11.112,37,100,57.35
2017-05-05,25.53,33.336,14.816,40.7,100,62.9
2017-05-06,18.5,29.632,1.852,31.45,90,48.1
2017-05-07,7.03,14.816,1.852,16.65,0,25.9
2017-05-08,12.02,14.816,5.556,18.5,100,27.75
2017-05-09,9.25,12.964,7.408,16.65,70,24.05
2017-05-10,7.4,16.668,1.852,18.5,310,25.9
2017-05-11,8.88,18.52,3.704,20.35,310,31.45
2017-05-12,7.58,16.668,3.704,20.35,300,29.6
2017-05-13,13.32,22.224,5.556,25.9,160,38.85
2017-05-14,17.94,27.78,7.408,33.3,220,49.95
2017-05-15,22.39,29.632,14.816,31.45,160,49.95
2017-05-16,21.83,27.78,14.816,33.3,200,51.8
2017-05-17,17.02,24.076,9.26,27.75,220,40.7
2017-05-18,9.07,14.816,5.556,20.35,210,31.45
2017-05-19,9.62,18.52,1.852,22.2,260,37
2017-05-20,10.92,24.076,3.704,25.9,240,40.7
2017-05-21,21.83,33.336,9.26,37,160,66.6
2017-05-22,18.69,27.78,7.408,29.6,240,46.25
2017-05-23,13.69,22.224,3.704,25.9,210,37
2017-05-24,12.77,20.372,3.704,22.2,220,31.45
2017-05-25,11.66,14.816,5.556,18.5,160,29.6
2017-05-26,13.51,18.52,5.556,22.2,170,35.15
2017-05-27,13.88,20.372,5.556,24.05,320,40.7
2017-05-28,5.73,11.112,1.852,12.95,30,18.5
2017-05-29,7.4,11.112,3.704,14.8,250,22.2
2017-05-30,13.69,22.224,7.408,27.75,280,42.55
2017-05-31,14.24,22.224,5.556,27.75,170,40.7
2017-06-01,18.13,27.78,7.408,31.45,190,46.25
2017-06-02,14.8,24.076,3.704,27.75,230,42.55
2017-06-03,15.17,25.928,5.556,29.6,230,44.4
2017-06-04,14.99,20.372,9.26,27.75,220,48.1
2017-06-05,14.99,18.52,9.26,24.05,260,38.85
2017-06-06,18.31,25.928,12.964,35.15,290,62.9
2017-06-07,12.02,18.52,5.556,24.05,120,37
2017-06-08,14.06,27.78,7.408,31.45,220,46.25
2017-06-09,14.43,24.076,5.556,25.9,120,42.55
2017-06-10,27.56,38.892,16.668,42.55,190,66.6
2017-06-11,24.24,31.484,16.668,35.15,230,53.65
2017-06-12,19.42,27.78,12.964,31.45,260,51.8
2017-06-13,19.06,27.78,11.112,31.45,210,46.25
2017-06-14,20.72,25.928,12.964,31.45,150,48.1
2017-06-15,20.91,29.632,9.26,33.3,270,49.95
2017-06-16,18.13,24.076,9.26,27.75,200,38.85
2017-06-17,20.54,33.336,12.964,38.85,200,53.65
2017-06-18,11.28,14.816,7.408,16.65,210,27.75
2017-06-19,11.66,20.372,5.556,22.2,0,35.15
2017-06-20,12.21,16.668,9.26,18.5,90,31.45
2017-06-21,12.21,16.668,7.408,20.35,200,31.45
2017-06-22,17.21,29.632,7.408,33.3,220,53.65
2017-06-23,16.84,31.484,7.408,35.15,220,51.8
2017-06-24,14.8,24.076,7.408,25.9,250,40.7
2017-06-25,12.39,20.372,3.704,24.05,290,37
2017-06-26,10.36,18.52,1.852,20.35,80,31.45
2017-06-27,12.21,16.668,7.408,20.35,230,29.6
2017-06-28,8.88,22.224,1.852,24.05,70,35.15
2017-06-29,22.01,31.484,9.26,37,0,57.35
2017-06-30,19.98,25.928,7.408,29.6,340,55.5
2017-07-01,16.28,25.928,9.26,29.6,290,46.25
2017-07-02,14.62,24.076,5.556,27.75,220,40.7
2017-07-03,8.51,14.816,3.704,16.65,120,25.9
2017-07-04,14.8,18.52,7.408,22.2,210,35.15
2017-07-05,9.25,20.372,1.852,25.9,200,37
2017-07-06,14.99,24.076,7.408,27.75,220,37
2017-07-07,11.84,18.52,3.704,20.35,280,33.3
2017-07-08,10.73,22.224,1.852,25.9,250,35.15
2017-07-09,10.73,16.668,3.704,18.5,210,29.6
2017-07-10,5.92,9.26,3.704,12.95,180,18.5
2017-07-11,13.51,20.372,3.704,24.05,40,33.3
2017-07-12,7.96,12.964,3.704,16.65,210,24.05
2017-07-13,14.24,24.076,5.556,29.6,270,46.25
2017-07-14,17.58,25.928,7.408,29.6,210,46.25
2017-07-15,18.5,27.78,7.408,31.45,220,46.25
2017-07-16,13.13,20.372,5.556,22.2,290,35.15
2017-07-17,6.1,11.112,3.704,12.95,160,20.35
2017-07-18,14.62,22.224,5.556,25.9,130,38.85
2017-07-19,15.17,31.484,5.556,33.3,280,51.8
2017-07-20,12.39,20.372,5.556,25.9,230,46.25
2017-07-21,18.5,27.78,7.408,31.45,350,55.5
2017-07-22,12.58,20.372,7.408,24.05,60,33.3
2017-07-23,12.02,16.668,5.556,20.35,330,31.45
2017-07-24,10.54,14.816,3.704,18.5,320,27.75
2017-07-25,8.33,16.668,1.852,20.35,210,27.75
2017-07-26,20.35,31.484,12.964,35.15,260,57.35
2017-07-27,18.5,25.928,9.26,31.45,230,51.8
2017-07-28,18.69,24.076,12.964,27.75,230,42.55
2017-07-29,16.65,24.076,11.112,27.75,210,40.7
2017-07-30,14.99,22.224,11.112,25.9,280,37
2017-07-31,14.99,24.076,9.26,25.9,220,40.7
2017-08-01,14.24,22.224,5.556,25.9,240,35.15
2017-08-02,17.94,25.928,11.112,31.45,210,49.95
2017-08-03,13.69,24.076,5.556,27.75,250,38.85
2017-08-04,9.25,14.816,3.704,22.2,320,35.15
2017-08-05,11.47,20.372,3.704,24.05,290,35.15
2017-08-06,15.91,25.928,5.556,27.75,250,46.25
2017-08-07,10.92,16.668,3.704,22.2,280,33.3
